Siniestro;Poliza;Fec_ocu;Fec_com;Fec_pago;Importe
7509;92723;26-04-2018;02-06-2018;21-09-2020;84
7510;98596;20-03-2023;30-03-2023;09-04-2023;126
7511;32352;26-09-2021;06-10-2021;26-10-2021;109
7512;93302;02-09-2022;14-10-2022;24-10-2022;104
7513;84210;26-09-2020;01-10-2020;31-10-2020;120
7514;14117;03-09-2021;11-09-2021;01-10-2021;106
7515;39619;24-06-2020;13-07-2020;12-08-2020;89
7516;79188;15-10-2019;19-10-2019;03-12-2022;57
7517;68981;09-07-2020;24-07-2020;14-07-2022;79
7518;63551;13-06-2020;01-07-2020;20-03-2023;59
7519;76977;31-01-2023;15-03-2023;04-04-2023;83
7520;61907;14-07-2020;29-07-2020;18-08-2020;122
7521;87663;08-08-2021;27-08-2021;26-09-2021;131
7522;27615;01-07-2023;05-07-2023;04-08-2023;81
7523;12039;18-05-2019;30-05-2019;19-06-2019;98
7524;37295;27-09-2023;11-10-2023;29-10-2023;86
7525;67109;21-08-2020;29-09-2020;12-11-2020;126
7526;72886;12-05-2019;18-05-2019;29-01-2022;95
7527;44114;27-04-2023;04-06-2023;04-07-2023;91
7528;52363;13-02-2019;03-03-2019;09-05-2019;124
7529;53991;28-11-2018;08-12-2018;11-05-2023;76
7530;97050;14-04-2019;02-05-2019;01-06-2019;112
7531;36087;03-03-2018;22-03-2018;21-04-2018;139
7532;46180;21-10-2020;27-11-2020;28-09-2021;86
7533;30804;06-11-2018;19-11-2018;09-12-2018;124
7534;55781;02-07-2019;14-07-2019;13-08-2019;100
7535;68245;10-05-2019;22-05-2019;01-06-2019;115
7536;58707;25-04-2019;05-05-2019;14-06-2019;111
7537;55521;31-05-2019;17-06-2019;17-07-2019;115
7538;17977;10-06-2022;23-07-2022;01-09-2022;93
7539;73729;22-09-2022;25-09-2022;26-12-2022;134
7540;97078;23-08-2021;05-09-2021;07-10-2023;72
7541;57967;01-10-2018;18-11-2018;13-12-2018;151
7542;25068;30-01-2018;18-02-2018;24-10-2019;90
7543;48495;05-07-2021;14-08-2021;12-08-2022;98
7544;20665;01-01-2022;15-02-2022;07-03-2022;113
7545;90355;04-10-2020;20-10-2020;22-03-2021;101
7546;86279;17-05-2021;28-05-2021;23-02-2023;81
7547;58034;10-05-2019;14-05-2019;07-11-2021;74
7548;16613;06-08-2021;14-08-2021;13-10-2022;96
7549;44655;31-10-2022;20-11-2022;20-12-2022;101
7550;74877;02-08-2023;22-08-2023;21-09-2023;93
7551;22591;17-02-2023;06-03-2023;26-03-2023;87
7552;81964;24-09-2023;03-10-2023;02-11-2023;85
7553;94371;18-06-2019;30-06-2019;20-07-2019;137
7554;37004;12-07-2020;25-07-2020;20-11-2022;67
7555;72622;09-01-2020;15-01-2020;25-01-2020;112
7556;29513;15-06-2018;18-06-2018;17-05-2020;78
7557;87798;05-07-2021;08-07-2021;18-07-2021;120
7558;35318;31-10-2019;20-11-2019;13-05-2023;69
7559;15469;18-06-2022;02-07-2022;22-07-2022;128
7560;77478;19-09-2023;02-10-2023;12-10-2023;79
7561;86597;17-07-2019;21-07-2019;27-10-2019;117
7562;34597;27-06-2018;02-07-2018;18-02-2020;91
7563;42710;04-02-2020;17-03-2020;14-10-2023;60
7564;74379;06-01-2021;22-01-2021;21-02-2021;117
7565;21801;08-05-2018;13-06-2018;06-02-2019;104
7566;20305;01-10-2021;14-10-2021;24-07-2022;76
7567;58232;11-07-2018;24-08-2018;13-09-2018;129
7568;43457;10-04-2023;29-04-2023;19-05-2023;104
7569;59480;29-06-2020;17-07-2020;16-08-2020;101
7570;42547;27-09-2023;01-10-2023;26-12-2023;97
7571;32700;01-05-2019;10-05-2019;09-06-2019;130
7572;83849;07-02-2023;19-02-2023;24-02-2023;100
7573;99746;07-10-2018;27-10-2018;26-11-2018;114
7574;24868;18-10-2019;27-11-2019;30-10-2021;83
7575;65210;25-12-2020;01-02-2021;04-04-2022;90
7576;41658;03-12-2018;17-12-2018;06-02-2022;77
7577;72307;01-04-2023;29-04-2023;08-06-2023;83
7578;16713;16-11-2021;19-11-2021;19-12-2021;97
7579;40434;14-01-2020;26-02-2020;26-08-2022;80
7580;30845;15-07-2022;31-07-2022;26-03-2023;87
7581;96843;03-09-2021;15-09-2021;05-10-2021;97
7582;33909;21-03-2020;26-03-2020;30-01-2021;86
7583;33377;20-11-2022;03-12-2022;18-06-2023;81
7584;33647;13-11-2019;23-11-2019;28-09-2022;74
7585;40494;14-03-2020;27-03-2020;02-06-2022;92
7586;66761;04-02-2020;24-02-2020;06-03-2020;93
7587;95281;04-12-2022;12-12-2022;03-04-2023;75
7588;67363;15-03-2018;21-04-2018;29-11-2018;114
7589;39499;21-05-2023;31-05-2023;10-06-2023;78
7590;72003;07-12-2018;10-12-2018;23-12-2020;81
7591;35049;31-07-2018;17-08-2018;27-08-2018;121
7592;82557;13-01-2018;28-01-2018;09-03-2018;130
7593;64574;02-02-2022;18-02-2022;09-04-2022;127
7594;14615;28-09-2020;06-11-2020;20-01-2021;71
7595;72642;27-09-2022;04-10-2022;14-10-2022;110
7596;50326;09-12-2018;23-12-2018;01-02-2023;54
7597;57937;15-02-2023;02-03-2023;09-12-2023;111
7598;49806;19-06-2023;22-06-2023;23-11-2023;103
7599;50903;26-10-2019;30-10-2019;09-12-2019;129
7600;43932;21-07-2023;02-08-2023;16-09-2023;74
7601;30514;03-04-2022;14-04-2022;14-05-2022;81
7602;32169;11-06-2018;19-06-2018;19-08-2021;51
7603;44820;09-02-2019;25-02-2019;17-03-2019;98
7604;92399;13-01-2020;19-01-2020;08-02-2020;134
7605;14767;24-07-2018;10-08-2018;03-07-2019;88
7606;18469;16-07-2018;02-08-2018;01-09-2018;115
7607;19859;06-11-2020;24-11-2020;13-04-2021;78
7608;50039;25-04-2022;30-04-2022;20-05-2022;77
7609;24917;23-01-2020;10-02-2020;27-10-2023;70
7610;40683;27-04-2020;06-05-2020;17-09-2022;64
7611;72328;15-01-2020;26-02-2020;08-03-2020;98
7612;40215;23-09-2023;07-10-2023;22-10-2023;86
7613;41870;16-01-2018;21-01-2018;10-02-2018;148
7614;61769;17-01-2020;31-01-2020;20-02-2020;97
7615;61212;25-06-2021;06-08-2021;28-10-2022;103
7616;95501;19-11-2021;05-01-2022;04-02-2022;85
7617;64714;20-04-2022;05-05-2022;29-05-2023;86
7618;13527;25-06-2019;14-07-2019;17-12-2022;61
7619;46007;18-12-2018;04-01-2019;13-02-2019;124
7620;19495;28-05-2019;03-07-2019;02-07-2021;75
7621;30319;28-05-2019;07-06-2019;27-06-2019;120
7622;87096;22-05-2021;29-05-2021;30-10-2023;77
7623;79951;15-02-2023;07-03-2023;22-03-2023;88
7624;15043;16-11-2018;20-11-2018;10-12-2018;132
7625;85288;22-01-2022;10-02-2022;01-12-2022;133
7626;70473;30-10-2020;09-12-2020;18-01-2021;75
7627;85031;10-02-2019;01-03-2019;15-08-2020;98
7628;32414;25-11-2020;11-12-2020;10-03-2021;91
7629;40015;01-08-2021;06-08-2021;01-07-2023;67
7630;75995;16-10-2019;29-10-2019;08-12-2019;130
7631;94864;30-06-2021;07-07-2021;18-11-2023;100
7632;72471;29-10-2019;12-12-2019;21-01-2020;83
7633;46429;11-09-2022;18-09-2022;20-08-2023;90
7634;23244;24-02-2019;04-03-2019;14-03-2019;102
7635;49213;15-02-2020;24-02-2020;26-02-2021;75
7636;59338;23-02-2022;13-03-2022;12-04-2022;94
7637;99071;14-11-2021;27-12-2021;16-01-2022;88
7638;79485;06-07-2023;12-07-2023;22-07-2023;98
7639;57609;30-10-2021;16-12-2021;26-12-2021;110
7640;14076;30-06-2021;13-08-2021;24-05-2022;87
7641;29667;15-06-2019;25-06-2019;15-07-2019;131
7642;67232;30-09-2022;16-11-2022;06-12-2022;106
7643;64751;21-05-2021;01-06-2021;01-07-2021;119
7644;68994;02-07-2022;10-07-2022;13-07-2022;109
7645;15143;08-11-2021;18-12-2021;02-10-2022;85
7646;59865;15-11-2022;22-12-2022;27-12-2022;100
7647;20376;10-05-2022;24-05-2022;07-09-2022;117
7648;83271;13-07-2022;31-07-2022;20-08-2023;95
7649;39130;10-02-2019;19-02-2019;11-03-2019;121
7650;46504;22-01-2019;08-02-2019;20-03-2019;123
7651;99708;22-03-2021;28-03-2021;01-11-2021;90
7652;68788;14-02-2020;24-03-2020;12-11-2023;57
7653;13580;12-12-2020;22-12-2020;01-01-2021;99
7654;50116;13-11-2018;26-11-2018;20-09-2022;67
7655;98733;26-03-2023;07-04-2023;17-05-2023;108
7656;11990;27-09-2020;14-10-2020;24-10-2020;121
7657;76817;18-08-2019;23-08-2019;23-11-2020;96
7658;87788;28-09-2021;18-10-2021;19-03-2022;87
7659;27738;18-03-2023;26-03-2023;26-09-2023;98
7660;21649;26-12-2018;06-01-2019;26-04-2023;60
7661;47736;20-11-2019;03-12-2019;12-01-2020;87
7662;21124;02-05-2020;08-06-2020;05-01-2022;80
7663;40758;03-03-2019;09-04-2019;28-04-2023;71
7664;52227;14-09-2020;26-09-2020;05-11-2020;86
7665;75216;10-09-2023;30-09-2023;30-10-2023;108
7666;64638;16-11-2018;30-11-2018;09-01-2019;106
7667;16948;08-02-2018;22-02-2018;24-03-2018;114
7668;49784;29-09-2019;16-10-2019;25-11-2019;119
7669;68537;10-03-2021;25-03-2021;21-11-2022;97
7670;37694;22-12-2020;28-12-2020;06-02-2021;91
7671;26130;27-04-2018;08-05-2018;07-06-2018;119
7672;98758;15-07-2020;02-08-2020;25-09-2020;122
7673;99783;21-12-2020;06-01-2021;16-01-2021;94
7674;45692;22-01-2023;01-02-2023;13-03-2023;92
7675;16897;04-02-2020;12-02-2020;14-03-2020;111
7676;85698;25-04-2022;02-06-2022;29-10-2022;111
7677;97847;17-11-2020;26-11-2020;06-12-2020;124
7678;69517;12-04-2019;26-05-2019;15-06-2019;105
7679;19654;05-02-2018;22-03-2018;11-04-2018;118
7680;18244;30-06-2020;05-07-2020;10-02-2022;82
7681;84497;07-03-2021;11-03-2021;04-05-2022;111
7682;97796;16-05-2018;29-05-2018;28-06-2018;144
7683;53589;10-05-2021;13-05-2021;22-06-2021;91
7684;74511;28-02-2019;16-03-2019;05-06-2021;73
7685;19759;04-05-2023;11-05-2023;21-05-2023;93
7686;48167;18-04-2021;06-06-2021;05-06-2022;77
7687;59225;20-02-2021;01-03-2021;29-10-2022;66
7688;95698;14-07-2021;28-07-2021;27-08-2021;102
7689;97883;19-08-2018;04-09-2018;14-09-2018;105
7690;41725;27-07-2023;08-09-2023;21-10-2023;82
7691;92492;13-11-2022;27-11-2022;07-12-2022;89
7692;69742;17-03-2023;01-04-2023;24-05-2023;119
7693;19976;22-09-2021;11-10-2021;21-10-2021;118
7694;49973;11-06-2020;26-06-2020;05-08-2020;96
7695;51262;03-02-2018;20-02-2018;01-04-2018;117
7696;12049;28-08-2021;09-09-2021;26-06-2022;97
7697;45355;22-03-2020;11-04-2020;01-05-2020;124
7698;93463;10-12-2019;17-01-2020;15-10-2022;79
7699;40215;09-07-2022;15-08-2022;09-09-2023;97
7700;63893;20-05-2019;03-06-2019;12-05-2020;110
7701;73329;25-03-2019;31-03-2019;17-09-2020;96
7702;63361;24-07-2019;11-08-2019;14-07-2022;82
7703;89887;12-05-2023;18-06-2023;07-07-2023;105
7704;79679;17-10-2018;26-10-2018;31-01-2019;74
7705;35299;12-12-2022;20-12-2022;04-06-2023;80
7706;47198;04-03-2023;19-03-2023;29-03-2023;81
7707;28012;17-01-2022;29-01-2022;10-03-2022;106
7708;95070;31-07-2018;06-09-2018;02-10-2020;80
7709;99758;04-09-2019;11-10-2019;17-11-2022;66
7710;61055;05-03-2019;11-03-2019;07-07-2019;114
7711;97507;03-07-2018;06-07-2018;09-11-2018;136
7712;95687;08-06-2023;22-06-2023;12-07-2023;116
7713;80926;26-04-2021;13-05-2021;02-06-2021;104
7714;53848;22-09-2021;05-10-2021;04-11-2021;115
7715;86133;21-02-2022;07-03-2022;16-04-2022;93
7716;24517;17-01-2020;20-01-2020;09-02-2020;116
7717;37651;17-07-2022;31-07-2022;10-08-2022;117
7718;40074;07-09-2022;22-09-2022;02-10-2022;68
7719;18331;26-09-2022;29-09-2022;09-10-2022;94
7720;46474;03-07-2022;18-08-2022;07-09-2022;93
7721;72533;10-02-2021;28-02-2021;03-12-2021;106
7722;93887;28-12-2021;13-02-2022;15-03-2022;64
7723;67047;26-03-2021;02-05-2021;14-02-2023;78
7724;72024;16-03-2022;29-03-2022;31-07-2023;84
7725;30304;31-07-2022;08-08-2022;17-08-2023;74
7726;26153;09-03-2023;19-03-2023;15-10-2023;76
7727;74183;10-06-2023;19-07-2023;06-12-2023;95
7728;70166;25-08-2023;03-09-2023;23-09-2023;92
7729;37366;10-06-2021;24-06-2021;24-07-2021;100
7730;19605;31-08-2019;08-09-2019;08-10-2019;123
7731;11593;02-05-2023;12-05-2023;04-10-2023;88
7732;92006;19-05-2018;01-06-2018;21-06-2018;117
7733;15631;19-02-2021;24-02-2021;07-01-2023;77
7734;26501;19-12-2018;25-01-2019;25-07-2022;60
7735;66899;25-08-2023;12-09-2023;22-10-2023;88
7736;69822;11-04-2023;26-04-2023;02-12-2023;129
7737;30622;26-04-2021;04-05-2021;13-06-2021;121
7738;79104;05-07-2023;19-07-2023;08-08-2023;80
7739;48257;11-05-2018;27-05-2018;16-06-2018;123
7740;41771;07-07-2018;18-07-2018;07-08-2018;134
7741;82623;19-07-2020;25-08-2020;24-11-2021;92
7742;55235;15-06-2020;02-07-2020;01-08-2020;112
7743;53555;18-08-2020;26-08-2020;25-02-2022;82
7744;70944;13-06-2021;17-06-2021;23-12-2021;115
7745;18134;02-01-2021;10-02-2021;15-08-2023;86
7746;31232;10-10-2020;22-11-2020;22-12-2020;94
7747;89425;06-04-2021;22-05-2021;11-06-2021;94
7748;47150;24-05-2023;30-06-2023;03-09-2023;95
7749;64544;29-06-2020;03-08-2020;02-09-2020;117
7750;37189;13-05-2020;20-05-2020;16-04-2023;83
7751;45064;21-08-2019;05-09-2019;15-09-2019;106
7752;40156;09-04-2019;23-04-2019;27-02-2023;74
7753;65267;09-01-2020;25-01-2020;04-02-2020;101
7754;17539;26-07-2018;10-08-2018;07-12-2023;58
7755;53486;03-02-2020;09-02-2020;11-03-2020;135
7756;33932;08-10-2022;21-11-2022;01-12-2022;90
7757;38547;01-01-2020;19-01-2020;14-04-2020;117
7758;69094;02-11-2022;15-11-2022;25-11-2022;113
7759;63878;26-09-2018;02-10-2018;08-12-2021;74
7760;27610;16-09-2022;04-10-2022;15-12-2023;95
7761;70091;10-09-2020;16-09-2020;06-10-2020;112
7762;59564;16-04-2019;27-04-2019;17-05-2019;110
7763;31341;04-10-2022;12-10-2022;22-10-2022;100
7764;43456;27-03-2019;30-03-2019;09-04-2019;110
7765;93023;05-10-2019;21-10-2019;30-11-2019;138
7766;96699;13-06-2022;29-06-2022;09-07-2022;99
7767;47666;22-03-2023;07-04-2023;17-05-2023;98
7768;52713;09-02-2019;16-02-2019;24-05-2021;89
7769;79078;13-04-2022;23-04-2022;21-07-2023;96
7770;32667;12-08-2022;16-08-2022;25-09-2022;91
7771;13603;26-05-2018;11-07-2018;31-07-2018;131
7772;40097;02-11-2020;17-12-2020;27-12-2020;124
7773;18751;04-06-2022;16-06-2022;06-10-2023;65
7774;89487;12-03-2021;12-04-2021;22-05-2021;110
7775;12288;11-05-2019;28-05-2019;31-05-2022;81
7776;65866;17-02-2021;28-02-2021;10-05-2021;132
7777;20071;11-05-2018;31-05-2018;21-03-2023;69
7778;12956;08-11-2021;24-11-2021;12-05-2022;106
7779;32177;17-10-2022;03-11-2022;06-06-2023;95
7780;14872;22-06-2019;25-06-2019;22-04-2021;82
7781;90351;25-01-2018;10-02-2018;02-03-2018;123
7782;39605;19-03-2022;28-03-2022;07-01-2023;93
7783;73717;18-11-2020;08-12-2020;07-01-2021;100
7784;59308;26-05-2020;02-06-2020;02-07-2020;127
7785;40391;18-03-2018;27-03-2018;03-10-2020;94
7786;41930;08-04-2022;17-05-2022;28-09-2023;84
7787;55933;12-03-2023;20-03-2023;11-12-2023;85
7788;15601;19-05-2018;08-06-2018;18-07-2018;124
7789;31487;07-08-2019;25-08-2019;04-09-2019;141
7790;90255;13-01-2023;28-01-2023;23-04-2023;112
7791;48288;14-07-2021;19-07-2021;14-10-2023;67
7792;41652;01-09-2023;17-09-2023;02-10-2023;84
7793;17243;22-02-2022;02-03-2022;12-03-2022;115
7794;98902;24-06-2020;14-07-2020;24-07-2020;103
7795;75066;05-01-2019;12-01-2019;25-08-2021;65
7796;96413;17-08-2021;03-09-2021;05-10-2022;87
7797;38144;08-09-2023;19-10-2023;29-10-2023;85
7798;82172;12-06-2019;21-06-2019;31-07-2019;135
7799;37338;03-07-2020;08-07-2020;17-08-2020;117
7800;75378;30-12-2022;04-01-2023;03-02-2023;75
7801;22267;23-07-2019;06-08-2019;02-09-2021;79
7802;89352;19-03-2021;22-03-2021;29-12-2023;72
7803;56622;07-12-2022;22-12-2022;11-01-2023;65
7804;23037;22-05-2019;04-06-2019;29-08-2022;87
7805;83444;08-07-2022;21-07-2022;31-07-2022;103
7806;59432;29-04-2019;08-05-2019;28-05-2019;128
7807;38814;16-01-2019;23-02-2019;05-06-2023;84
7808;48050;12-12-2019;19-12-2019;08-01-2020;114
7809;21806;10-05-2023;20-05-2023;09-06-2023;111
7810;62352;08-12-2019;26-12-2019;04-02-2020;98
7811;37893;05-03-2019;15-04-2019;25-05-2019;126
7812;68380;01-07-2018;08-07-2018;18-07-2018;141
7813;58288;29-07-2020;11-08-2020;31-08-2020;107
7814;80896;04-04-2020;21-05-2020;10-06-2020;118
7815;72534;30-04-2023;08-06-2023;14-07-2023;117
7816;98515;25-01-2021;04-02-2021;05-03-2021;86
7817;78623;07-08-2022;18-08-2022;07-09-2022;107
7818;46868;19-07-2023;26-07-2023;12-09-2023;112
7819;94285;26-07-2020;08-08-2020;17-09-2020;139
7820;94066;04-12-2020;10-12-2020;15-06-2021;101
7821;44753;04-03-2018;11-04-2018;16-11-2020;92
7822;89398;21-11-2019;31-12-2019;30-09-2023;63
7823;75078;27-12-2021;06-01-2022;15-02-2022;95
7824;82883;15-10-2019;19-10-2019;18-11-2019;128
7825;93095;29-12-2018;16-01-2019;20-10-2019;110
7826;96890;31-12-2021;16-01-2022;25-02-2022;120
7827;61836;10-08-2020;26-08-2020;05-09-2020;141
7828;96881;18-12-2018;25-12-2018;22-12-2022;56
7829;21928;07-04-2018;24-04-2018;02-01-2022;62
7830;97769;05-07-2019;16-08-2019;29-08-2022;70
7831;21038;04-09-2018;14-09-2018;01-10-2021;69
7832;75474;23-02-2018;14-03-2018;13-04-2018;123
7833;14129;29-09-2022;06-10-2022;06-01-2023;75
7834;36489;11-09-2020;24-09-2020;23-05-2023;59
7835;50214;20-04-2023;25-04-2023;24-05-2023;107
7836;19426;25-06-2020;12-07-2020;01-08-2020;112
7837;20040;04-08-2022;09-08-2022;06-06-2023;113
7838;51329;10-03-2018;23-03-2018;12-04-2018;128
7839;60548;28-12-2018;09-01-2019;18-02-2019;119
7840;15030;03-11-2019;12-11-2019;10-02-2022;74
7841;34964;15-12-2018;01-01-2019;21-01-2019;104
7842;50249;30-03-2019;17-04-2019;17-05-2019;121
7843;60411;25-06-2019;03-07-2019;25-06-2020;93
7844;42827;31-05-2019;09-06-2019;29-06-2019;106
7845;69678;23-03-2018;12-04-2018;11-08-2019;99
7846;12908;09-06-2022;25-06-2022;03-12-2023;95
7847;96879;29-08-2018;18-09-2018;18-10-2018;112
7848;14786;05-08-2020;18-09-2020;18-10-2020;119
7849;67746;24-11-2020;30-12-2020;21-04-2021;82
7850;54497;17-04-2022;25-04-2022;05-05-2022;121
7851;15309;02-01-2022;20-01-2022;09-02-2022;91
7852;54264;29-12-2022;17-01-2023;19-07-2023;79
7853;57183;22-06-2019;26-06-2019;06-03-2022;70
7854;62598;07-11-2019;15-12-2019;25-12-2019;121
7855;41305;14-03-2018;23-04-2018;03-05-2018;117
7856;10667;17-10-2018;30-10-2018;09-11-2018;127
7857;58483;10-07-2019;24-07-2019;20-07-2023;56
7858;26488;09-09-2020;24-09-2020;15-04-2021;72
7859;18738;19-07-2020;25-08-2020;17-10-2020;86
7860;48067;18-02-2023;27-03-2023;18-04-2023;97
7861;88250;18-03-2023;24-04-2023;23-10-2023;100
7862;40819;28-06-2023;09-07-2023;08-08-2023;93
7863;95210;02-06-2023;13-06-2023;13-07-2023;104
7864;43427;25-04-2021;08-05-2021;18-05-2021;125
7865;24073;14-04-2023;21-05-2023;01-12-2023;100
7866;25252;05-10-2019;23-10-2019;08-06-2023;60
7867;73013;26-03-2018;10-04-2018;30-08-2021;71
7868;25756;23-05-2020;30-05-2020;09-07-2020;105
7869;99106;10-03-2023;17-03-2023;17-06-2023;102
7870;95715;14-08-2023;27-08-2023;26-09-2023;94
7871;77387;06-09-2019;26-09-2019;16-10-2019;81
7872;70166;14-02-2021;25-02-2021;06-03-2021;124
7873;17358;24-11-2022;13-12-2022;28-12-2023;97
7874;62590;04-02-2023;07-02-2023;09-03-2023;125
7875;22406;16-05-2022;29-05-2022;28-06-2022;123
7876;14038;21-12-2022;27-12-2022;26-01-2023;87
7877;96217;01-09-2020;21-09-2020;05-11-2023;62
7878;69061;25-06-2022;09-07-2022;29-07-2022;63
7879;52655;01-09-2022;11-09-2022;01-10-2022;99
7880;96039;14-11-2018;23-12-2018;11-08-2019;103
7881;83960;26-02-2020;06-03-2020;11-11-2022;60
7882;13769;05-04-2019;14-04-2019;24-04-2019;111
7883;27562;10-04-2023;26-04-2023;26-05-2023;104
7884;55306;28-10-2020;04-12-2020;03-08-2023;70
7885;37476;08-11-2021;20-11-2021;10-12-2021;128
7886;13485;31-05-2021;12-07-2021;11-08-2021;98
7887;47993;29-11-2019;08-01-2020;09-10-2020;100
7888;70677;29-04-2018;05-06-2018;11-11-2019;122
7889;24610;01-07-2020;07-08-2020;31-07-2022;63
7890;30892;01-08-2023;21-08-2023;10-09-2023;88
7891;95462;19-04-2023;05-05-2023;31-08-2023;107
7892;72904;22-11-2018;04-12-2018;22-03-2019;94
7893;91607;21-09-2023;29-10-2023;17-11-2023;89
7894;35207;03-08-2023;21-08-2023;29-08-2023;85
7895;23125;09-02-2019;26-03-2019;15-04-2019;143
7896;50886;31-08-2023;13-09-2023;08-10-2023;125
7897;74685;20-12-2021;27-01-2022;30-04-2023;80
7898;21144;14-03-2021;19-03-2021;27-04-2022;95
7899;51955;30-09-2018;04-10-2018;13-11-2018;115
7900;60702;12-05-2023;29-05-2023;16-11-2023;114
7901;98740;31-01-2021;16-02-2021;11-06-2021;86
7902;24035;20-12-2020;28-12-2020;23-04-2022;66
7903;95960;08-05-2022;18-06-2022;18-07-2022;77
7904;30491;30-10-2021;15-11-2021;04-01-2022;83
7905;54608;09-09-2021;17-09-2021;27-09-2021;82
7906;55754;01-01-2022;17-01-2022;06-06-2023;81
7907;16832;26-09-2019;07-10-2019;24-02-2020;87
7908;30574;21-02-2019;25-02-2019;01-09-2020;86
7909;66650;19-10-2021;22-10-2021;01-11-2021;107
7910;90240;27-07-2023;04-08-2023;16-11-2023;88
7911;36648;22-04-2023;09-05-2023;18-06-2023;93
7912;49233;16-04-2020;02-05-2020;22-05-2020;110
7913;50166;18-12-2020;06-01-2021;26-01-2023;55
7914;83413;07-02-2022;17-02-2022;19-03-2022;110
7915;50349;24-06-2023;05-07-2023;04-08-2023;100
7916;17053;16-01-2023;03-02-2023;05-03-2023;110
7917;45627;05-01-2020;16-01-2020;15-02-2020;140
7918;93333;20-03-2023;03-04-2023;13-05-2023;93
7919;54088;23-03-2023;08-05-2023;18-05-2023;91
7920;50105;02-01-2018;08-01-2018;18-01-2018;141
7921;52049;27-01-2018;01-02-2018;21-02-2018;113
7922;12577;05-05-2018;13-05-2018;03-08-2023;57
7923;62167;18-05-2021;26-05-2021;15-06-2021;86
7924;17069;11-03-2020;31-03-2020;21-03-2022;73
7925;26886;24-07-2020;10-08-2020;30-08-2020;120
7926;64236;27-07-2020;07-08-2020;04-07-2021;100
7927;93692;17-11-2021;06-12-2021;20-05-2022;85
7928;42568;10-05-2021;17-06-2021;13-04-2022;94
7929;49012;29-05-2019;01-07-2019;10-08-2019;112
7930;20357;15-10-2019;23-11-2019;13-12-2019;115
7931;64876;17-01-2022;22-01-2022;11-02-2022;100
7932;23503;13-03-2018;19-04-2018;12-11-2021;89
7933;64479;28-05-2019;08-06-2019;18-05-2021;85
7934;40696;17-05-2020;21-05-2020;23-06-2021;106
7935;31630;10-09-2019;27-09-2019;21-08-2020;86
7936;30278;29-04-2019;18-05-2019;28-05-2019;92
7937;52935;19-02-2022;01-03-2022;23-11-2022;110
7938;12592;22-04-2018;30-04-2018;10-05-2018;136
7939;88858;01-04-2020;17-04-2020;07-05-2020;121
7940;79336;03-10-2022;14-10-2022;11-11-2023;81
7941;36273;19-08-2019;29-08-2019;18-09-2019;126
7942;16639;16-12-2020;27-12-2020;05-02-2021;84
7943;61325;27-12-2020;10-01-2021;30-01-2021;109
7944;50784;25-05-2022;08-06-2022;28-06-2022;94
7945;75835;03-03-2023;20-03-2023;19-04-2023;94
7946;23591;21-05-2023;05-06-2023;05-07-2023;85
7947;14660;23-08-2020;31-08-2020;10-10-2020;112
7948;89587;06-01-2020;20-02-2020;12-03-2020;112
7949;70500;05-10-2018;10-10-2018;09-11-2018;126
7950;71739;25-05-2023;03-06-2023;13-06-2023;80
7951;23245;21-12-2019;26-12-2019;05-01-2020;113
7952;50454;17-11-2019;01-12-2019;31-12-2019;115
7953;59276;27-08-2020;11-10-2020;31-10-2020;112
7954;88602;28-04-2018;06-05-2018;15-06-2018;107
7955;55434;31-03-2023;12-04-2023;12-07-2023;76
7956;30460;11-05-2018;26-05-2018;05-08-2019;97
7957;25856;26-03-2022;30-03-2022;27-12-2022;95
7958;35768;24-06-2023;02-07-2023;12-07-2023;104
7959;70014;07-04-2021;11-04-2021;01-05-2021;121
7960;58433;04-09-2020;14-09-2020;24-09-2020;111
7961;75972;09-01-2018;19-01-2018;23-05-2019;97
7962;30857;16-12-2019;28-12-2019;15-02-2022;67
7963;22549;05-10-2018;21-10-2018;10-11-2018;95
7964;41296;22-08-2019;31-08-2019;30-09-2019;99
7965;74309;10-03-2018;18-03-2018;28-03-2018;116
7966;30508;13-10-2019;20-11-2019;18-11-2020;97
7967;36068;19-08-2020;03-09-2020;13-10-2020;108
7968;33051;02-12-2020;17-12-2020;04-08-2022;80
7969;21668;14-10-2020;17-10-2020;06-11-2020;83
7970;58112;10-10-2019;29-10-2019;11-03-2021;60
7971;93313;05-09-2020;09-09-2020;19-01-2022;79
7972;65715;01-05-2021;09-05-2021;19-05-2021;82
7973;55241;03-01-2023;19-01-2023;16-04-2023;88
7974;15923;05-01-2021;24-01-2021;30-12-2023;92
7975;85969;22-07-2018;06-09-2018;06-10-2018;154
7976;49271;14-11-2022;28-11-2022;07-01-2023;98
7977;43104;11-02-2021;27-02-2021;08-03-2021;116
7978;56011;10-07-2018;22-07-2018;28-02-2023;61
7979;68017;12-03-2019;28-03-2019;02-06-2022;81
7980;13678;19-01-2023;23-01-2023;04-03-2023;80
7981;83152;27-11-2021;16-12-2021;15-01-2022;91
7982;24196;10-03-2021;22-03-2021;21-04-2021;127
7983;46519;23-02-2018;06-04-2018;06-05-2018;116
7984;58621;27-11-2022;08-12-2022;28-12-2022;105
7985;83347;21-02-2018;09-03-2018;18-04-2018;120
7986;91621;01-09-2020;19-09-2020;26-11-2021;100
7987;58347;30-09-2022;14-10-2022;17-11-2023;84
7988;91650;28-07-2018;05-09-2018;02-03-2019;122
7989;38465;24-06-2021;30-06-2021;04-04-2023;70
